Items, Size, Frequency, Support, Score
Bag of Organic Bananas, Organic Roma Tomato, 2, 7140, 0.0016429160978395654, 2.574655196766009
Bag of Organic Bananas, Organic Roasted Turkey Breast, 2, 7586, 0.0017455408288810845, 2.829114230620428
Bag of Organic Bananas, 100% Recycled Paper Towels, 2, 5696, 0.0013106512735706112, 2.1579004096219334
Bag of Organic Bananas, Organic Milk, 2, 7006, 0.0016120826584683466, 2.6723111088155016
Bag of Organic Bananas, Organic Coconut Milk, 2, 5289, 0.0012170004539878796, 2.0566000074799673
Bag of Organic Bananas, Organic Red Radish, Bunch, 2, 5333, 0.0012271248669157425, 2.076130106617204
Bag of Organic Bananas, Organic Sour Cream, 2, 5196, 0.0011956011266630786, 2.0613735544051566
Bag of Organic Bananas, Organic Large Grade AA Brown Eggs, 2, 6304, 0.0014505522522101709, 2.6103914171388576
Bag of Organic Bananas, Lightly Salted Baked Snap Pea Crisps, 2, 5031, 0.0011576345781835929, 2.1341763610440956
Bag of Organic Bananas, Cantaloupe, 2, 5603, 0.0012892519462458102, 2.454992340780229
Bag of Organic Bananas, Organic Hothouse Cucumbers, 2, 5730, 0.0013184746835603234, 2.5406833604412027
Bag of Organic Bananas, Organic White Onions, 2, 5114, 0.0011767329025702434, 2.2978247711613964
Bag of Organic Bananas, Organic Bell Pepper, 2, 5661, 0.0013025977632870839, 2.5603297213453797
Bag of Organic Bananas, Organic Bread with 21 Whole Grains, 2, 5410, 0.0012448425895395026, 2.4863557204252844
Bag of Organic Bananas, Organic Green Seedless Grapes, 2, 5357, 0.001232647273967304, 2.6393585446145513
Bag of Organic Bananas, Organic Unsalted Butter, 2, 5045, 0.0011608559822970039, 2.494909638735324
Bag of Organic Bananas, Organic Bosc Pear, 2, 6903, 0.0015883823282053949, 3.43148266968471
Bag of Organic Bananas, Organic Frozen Peas, 2, 5566, 0.0012807382353746527, 2.9193066715731764
Bag of Organic Bananas, Milk, Organic, Vitamin D, 2, 5911, 0.0013601228367408503, 3.131750564427225
Bag of Organic Bananas, Organic Large Green Asparagus, 2, 5329, 0.0012262044657404823, 2.929753821711577
Bag of Organic Bananas, Organic Broccoli Crowns, 2, 5430, 0.0012494445954158038, 3.121096239838649
Organic Strawberries, Organic Baby Spinach, 2, 39773, 0.009151778985906587, 2.491933028344177
Organic Strawberries, Organic Hass Avocado, 2, 42333, 0.009740835738073154, 3.022514621045006
Organic Strawberries, Organic Avocado, 2, 25072, 0.005769074566531314, 2.146261475036619
Organic Strawberries, Large Lemon, 2, 17322, 0.003985797289464559, 1.6989220611860403
Organic Strawberries, Limes, 2, 19816, 0.004559667422239331, 2.130807279054087
Organic Strawberries, Organic Whole Milk, 2, 24767, 0.0056988939769177195, 2.734925626820213
Organic Strawberries, Organic Raspberries, 2, 35533, 0.00817615374013071, 3.929552293552946
Organic Strawberries, Organic Yellow Onion, 2, 17322, 0.003985797289464559, 2.3206112683256808
Organic Strawberries, Organic Garlic, 2, 16267, 0.0037430414794896653, 2.2515746844657656
Organic Strawberries, Carrots, 2, 10170, 0.002340119988099213, 1.4397766098782332
Organic Strawberries, Organic Zucchini, 2, 16071, 0.0036979418219019126, 2.3164226513936486
Organic Strawberries, Organic Blueberries, 2, 25025, 0.005758259852722006, 3.7576568663131416
Organic Strawberries, Cucumber Kirby, 2, 12261, 0.0028212597024665142, 1.9388697802989785
Organic Strawberries, Organic Fuji Apple, 2, 10016, 0.002304684542851693, 1.700473573787989
Organic Strawberries, Organic Lemon, 2, 15829, 0.0036422575507986665, 2.7356195918952704
Organic Strawberries, Organic Grape Tomatoes, 2, 16315, 0.0037540862935927883, 2.921187895746256
Organic Strawberries, Apple Honeycrisp Organic, 2, 16353, 0.0037628301047577606, 2.9550332151060412
Organic Strawberries, Seedless Red Grapes, 2, 14707, 0.0033840850211381635, 2.6736495446725677
Organic Strawberries, Organic Cucumber, 2, 17587, 0.004046773867325551, 3.2627751854136906
Organic Strawberries, Honeycrisp Apple, 2, 12037, 0.0027697172366519395, 2.278289234667579
Organic Strawberries, Organic Baby Carrots, 2, 13849, 0.0031866589690448376, 2.713314652203749
Organic Strawberries, Sparkling Water Grapefruit, 2, 8445, 0.0019431969812682254, 1.6806127072496722
Organic Strawberries, Organic Half & Half, 2, 9495, 0.0021848022897740437, 1.8952859949422682
Organic Strawberries, Organic Large Extra Fancy Fuji Apple, 2, 15763, 0.0036270709314068722, 3.1847287051693063
Organic Strawberries, Yellow Onions, 2, 7242, 0.001666386327808702, 1.4845960208803393
Organic Strawberries, Organic Baby Arugula, 2, 11032, 0.002538466441367799, 2.2966774612528504
Organic Strawberries, Organic Gala Apples, 2, 13872, 0.003191951275802584, 2.891620555408827
Organic Strawberries, Fresh Cauliflower, 2, 11473, 0.0026399406709402425, 2.437295235449552
Organic Strawberries, Original Hummus, 2, 12639, 0.0029082376135286087, 2.687277915232212
Organic Strawberries, Organic Cilantro, 2, 9706, 0.0022333534517690224, 2.095366158507812
Organic Strawberries, Half & Half, 2, 8612, 0.0019816237303353413, 1.8957551332667117
Organic Strawberries, Asparagus, 2, 10605, 0.0024402136159087664, 2.3505501600416925
Organic Strawberries, Organic Red Onion, 2, 9850, 0.002266487894078392, 2.193907414492648
Organic Strawberries, Organic Small Bunch Celery, 2, 11203, 0.0025778135916101753, 2.4984392305230476
Organic Strawberries, Michigan Organic Kale, 2, 10470, 0.0024091500762437323, 2.356227587318498
Organic Strawberries, Organic Tomato Cluster, 2, 12167, 0.002799630274847898, 2.871252601166779
Organic Strawberries, Organic Blackberries, 2, 13081, 0.0030099419433948674, 3.193906835279697
Organic Strawberries, 100% Whole Wheat Bread, 2, 8856, 0.002037768202026217, 2.2128489059419043
Organic Strawberries, Organic Italian Parsley Bunch, 2, 8594, 0.00197748192504667, 2.1505518504191903
Organic Strawberries, Organic Whole String Cheese, 2, 14028, 0.0032278469216377344, 3.587308361968872
Organic Strawberries, Organic Granny Smith Apple, 2, 10132, 0.0023313761769342403, 2.6144486581286412
Organic Strawberries, Raspberries, 2, 7741, 0.0017812063744224195, 2.0039374455649956
Organic Strawberries, Organic Unsweetened Almond Milk, 2, 8951, 0.0020596277299386482, 2.349884703394428
Organic Strawberries, Organic Red Bell Pepper, 2, 12471, 0.002869580764167678, 3.2845346824499524
Organic Strawberries, Spring Water, 2, 5142, 0.0011831757107970652, 1.3906376840013461
Organic Strawberries, Blueberries, 2, 6260, 0.001440427839282308, 1.6942466169360264
Organic Strawberries, Red Peppers, 2, 6709, 0.0015437428712052723, 1.8183882315555233
Organic Strawberries, Green Bell Pepper, 2, 8339, 0.0019188063501238285, 2.267192527479601
Organic Strawberries, Organic Peeled Whole Baby Carrots, 2, 10167, 0.0023394296872177676, 2.772502715980535
Organic Strawberries, Red Vine Tomato, 2, 6401, 0.0014728719807102322, 1.782138444811744
Organic Strawberries, Organic Garnet Sweet Potato (Yam), 2, 8482, 0.0019517106921393829, 2.4540637891773693
Organic Strawberries, Organic Ginger Root, 2, 7456, 0.0017156277906851258, 2.1736852653234355
Organic Strawberries, Hass Avocados, 2, 5721, 0.0013164037809159878, 1.7186099454439097
Organic Strawberries, Boneless Skinless Chicken Breasts, 2, 6386, 0.0014694204763030063, 1.9230673391108164
Organic Strawberries, Extra Virgin Olive Oil, 2, 5911, 0.0013601228367408503, 1.7815917023478702
Organic Strawberries, Small Hass Avocado, 2, 6130, 0.0014105148010863495, 1.8546527046384715
Organic Strawberries, Organic Kiwi, 2, 13003, 0.0029919941204772926, 3.9418920331496627
Organic Strawberries, Unsweetened Almondmilk, 2, 6434, 0.0014804652904061293, 1.9611521070420501
Organic Strawberries, Organic D'Anjou Pears, 2, 10928, 0.002514536010811032, 3.39194221792415
Organic Strawberries, Organic Reduced Fat 2% Milk, 2, 7975, 0.0018350498431751448, 2.547253911544119
Organic Strawberries, Lime Sparkling Water, 2, 5134, 0.0011813349084465446, 1.6689623651353331
Organic Strawberries, Grated Parmesan, 2, 7804, 0.0017957026929327686, 2.622334311902294
Organic Strawberries, Broccoli Crown, 2, 5591, 0.0012864907427200293, 1.9604172838913931
Organic Strawberries, Organic Lacinato (Dinosaur) Kale, 2, 6260, 0.001440427839282308, 2.202240923580024
Organic Strawberries, Organic Navel Orange, 2, 7517, 0.001729663908607845, 2.651961227471872
Organic Strawberries, Uncured Genoa Salami, 2, 7558, 0.0017390980206542625, 2.7551813639520892
Organic Strawberries, Large Alfresco Eggs, 2, 5948, 0.0013686365476120077, 2.2188986992628617
Organic Strawberries, Organic Grade A Free Range Large Brown Eggs, 2, 7655, 0.0017614177491543238, 2.8872481523708733
Organic Strawberries, Clementines, Bag, 2, 6289, 0.0014471007478029448, 2.4012637029003874
Organic Strawberries, Grape White/Green Seedless, 2, 7829, 0.0018014552002781452, 3.0486851533119474
Organic Strawberries, Organic Broccoli, 2, 8310, 0.0019121334416031916, 3.2460100551805633
Organic Strawberries, Organic Black Beans, 2, 6177, 0.0014213295148956576, 2.461356886886772
Organic Strawberries, 100% Raw Coconut Water, 2, 5515, 0.0012690031203900845, 2.21469239963097
Organic Strawberries, Organic Bartlett Pear, 2, 9658, 0.0022223086376658993, 3.937070869222676
Organic Strawberries, Shredded Parmesan, 2, 6290, 0.0014473308480967598, 2.6319394257581745
Organic Strawberries, Organic Carrot Bunch, 2, 5408, 0.0012443823889518725, 2.2705330786394935
Organic Strawberries, Organic Reduced Fat Milk, 2, 7375, 0.0016969896668861057, 3.154572587417307
Organic Strawberries, Organic Romaine Lettuce, 2, 5889, 0.0013550606302769187, 2.5777527511611606
Organic Strawberries, Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, 2, 7202, 0.0016571823160560994, 3.19478145284514
Organic Strawberries, Organic Broccoli Florets, 2, 5336, 0.0012278151677971878, 2.457086608020491
Organic Strawberries, Feta Cheese Crumbles, 2, 5091, 0.0011714405958124967, 2.375342588985911
Organic Strawberries, Organic Russet Potato, 2, 5658, 0.0013019074624056387, 2.6470967611885725
Organic Strawberries, Organic Large Brown Grade AA Cage Free Eggs, 2, 6015, 0.001384053267297617, 2.8535687828194254
Organic Strawberries, Organic Baby Broccoli, 2, 5425, 0.0012482940939467285, 2.5813552949474765
Organic Strawberries, Organic Whole Strawberries, 2, 5343, 0.0012294258698538933, 2.580093521557408
Organic Strawberries, Whipped Cream Cheese, 2, 6621, 0.0015234940453495464, 3.2356719293648846
Organic Strawberries, Organic Roasted Turkey Breast, 2, 6561, 0.0015096880277206425, 3.5065887880942075
Organic Strawberries, Watermelon Chunks, 2, 5193, 0.0011949108257816334, 3.225742466962706
Organic Strawberries, Cantaloupe, 2, 6074, 0.0013976291846327059, 3.8140068075766367
Organic Strawberries, Organic Hothouse Cucumbers, 2, 5283, 0.0012156198522249894, 3.3570181495975824
Organic Strawberries, Organic Bell Pepper, 2, 5000, 0.0011505014690753258, 3.2407826445996895
Organic Strawberries, Organic Green Seedless Grapes, 2, 6395, 0.0014714913789473417, 4.515381515578271
Organic Strawberries, Organic Yellow Peaches, 2, 7449, 0.0017140170886284205, 5.341378559854038
Organic Strawberries, YoKids Squeezers Organic Low-Fat Yogurt, Strawberry, 2, 5142, 0.0011831757107970652, 3.9859843014887186
Organic Baby Spinach, Organic Hass Avocado, 2, 36153, 0.00831881592229605, 2.8260824642123255
Organic Baby Spinach, Organic Avocado, 2, 32291, 0.007430168587582269, 3.026399600395789
Organic Baby Spinach, Large Lemon, 2, 24046, 0.005532991665077057, 2.5820781919530305
Organic Baby Spinach, Strawberries, 2, 14401, 0.0033136743312307537, 1.6638043104825984
Organic Baby Spinach, Limes, 2, 21715, 0.00499662788019414, 2.5564607962269528
Organic Baby Spinach, Organic Whole Milk, 2, 17619, 0.004054137076727633, 2.130122096100989
Organic Baby Spinach, Organic Raspberries, 2, 18808, 0.004327726326073746, 2.2772197312846054
Organic Baby Spinach, Organic Yellow Onion, 2, 20455, 0.004706701509987158, 3.0002329170951354
Organic Baby Spinach, Organic Garlic, 2, 21818, 0.005020328210457092, 3.306320524621715
Organic Baby Spinach, Carrots, 2, 12885, 0.0029648422858071146, 1.9971455140058987
Organic Baby Spinach, Organic Zucchini, 2, 21365, 0.004916092777358868, 3.371544719457057
Organic Baby Spinach, Organic Blueberries, 2, 14259, 0.0032810000895090144, 2.3441382841214566
Organic Baby Spinach, Cucumber Kirby, 2, 16161, 0.003718650848345268, 2.7979638870523758
Organic Baby Spinach, Organic Fuji Apple, 2, 9721, 0.0022368049561762486, 1.8069146528310764
Organic Baby Spinach, Organic Lemon, 2, 14512, 0.0033392154638442256, 2.745874103948437
Organic Baby Spinach, Organic Grape Tomatoes, 2, 16773, 0.003859472228160088, 3.2880187585933354
Organic Baby Spinach, Apple Honeycrisp Organic, 2, 12345, 0.0028405881271469794, 2.442345777423601
Organic Baby Spinach, Seedless Red Grapes, 2, 9856, 0.0022678684958412822, 1.9616982656449655
Organic Baby Spinach, Organic Cucumber, 2, 16746, 0.0038532595202270814, 3.4013991533099825
Organic Baby Spinach, Honeycrisp Apple, 2, 10666, 0.002454249733831485, 2.2102596845443028
Organic Baby Spinach, Organic Baby Carrots, 2, 13304, 0.0030612543089156273, 2.853744623729944
Organic Baby Spinach, Sparkling Water Grapefruit, 2, 7783, 0.0017908705867626523, 1.6957668643319026
Organic Baby Spinach, Organic Half & Half, 2, 6844, 0.001574806410870306, 1.4956876598622932
Organic Baby Spinach, Organic Large Extra Fancy Fuji Apple, 2, 11585, 0.00266571190384753, 2.562599459662961
Organic Baby Spinach, Yellow Onions, 2, 10667, 0.0024544798341253004, 2.3941049914377586
Organic Baby Spinach, Organic Baby Arugula, 2, 13735, 0.0031604275355499203, 3.1305853192537483
Organic Baby Spinach, Organic Gala Apples, 2, 11145, 0.002564467774568901, 2.5435098352584786
Organic Baby Spinach, Fresh Cauliflower, 2, 13343, 0.0030702282203744144, 3.1033857187468366
Organic Baby Spinach, Original Hummus, 2, 11430, 0.002630046358306195, 2.6607080577634137
Organic Baby Spinach, Organic Cilantro, 2, 12479, 0.002871421566518198, 2.949514588344588
Organic Baby Spinach, Half & Half, 2, 6788, 0.0015619207944166623, 1.635954340815662
Organic Baby Spinach, Asparagus, 2, 12139, 0.0027931874666210763, 2.945729657348498
Organic Baby Spinach, Organic Red Onion, 2, 12746, 0.0029328583449668207, 3.1081867506215373
Organic Baby Spinach, Organic Small Bunch Celery, 2, 13805, 0.003176534556116975, 3.3707146676753097
Organic Baby Spinach, Michigan Organic Kale, 2, 14511, 0.0033389853635504107, 3.5753537857371263
Organic Baby Spinach, Organic Tomato Cluster, 2, 11171, 0.002570450382208093, 2.88623089183511
Organic Baby Spinach, Organic Blackberries, 2, 7808, 0.001796623094108029, 2.0872392267426703
Organic Baby Spinach, 100% Whole Wheat Bread, 2, 5180, 0.0011919195219620377, 1.417082185176974
Organic Baby Spinach, Organic Italian Parsley Bunch, 2, 10978, 0.0025260410255017853, 3.0076612491462797
Organic Baby Spinach, Organic Whole String Cheese, 2, 9045, 0.0020812571575572645, 2.532402007654148
Organic Baby Spinach, Organic Granny Smith Apple, 2, 9896, 0.002277072507593885, 2.7957333587199846
Organic Baby Spinach, Raspberries, 2, 6131, 0.0014107449013801645, 1.737678927513077
Organic Baby Spinach, Organic Unsweetened Almond Milk, 2, 11080, 0.002549511255470922, 3.184680603469535
Organic Baby Spinach, Organic Red Bell Pepper, 2, 10306, 0.0023714136280580615, 2.9717607082063795
Organic Baby Spinach, Spring Water, 2, 5815, 0.001338033208534604, 1.721800247609697
Organic Baby Spinach, Blueberries, 2, 5772, 0.0013281388959005562, 1.7103293230534844
Organic Baby Spinach, Red Peppers, 2, 8869, 0.002040759505845813, 2.631810409473832
Organic Baby Spinach, Green Bell Pepper, 2, 9688, 0.0022292116464803515, 2.8837637819852247
Organic Baby Spinach, Organic Peeled Whole Baby Carrots, 2, 9147, 0.002104727387526401, 2.7309198934584287
Organic Baby Spinach, Red Vine Tomato, 2, 7895, 0.0018166418196699395, 2.406560983941399
Organic Baby Spinach, Organic Garnet Sweet Potato (Yam), 2, 12271, 0.002823560705404665, 3.887036874183033
Organic Baby Spinach, Organic Ginger Root, 2, 11122, 0.0025591754678111547, 3.5499707781740595
Organic Baby Spinach, Hass Avocados, 2, 6451, 0.0014843769954009855, 2.121697868679311
Organic Baby Spinach, Boneless Skinless Chicken Breasts, 2, 8823, 0.00203017489233032, 2.908928069112827
Organic Baby Spinach, Extra Virgin Olive Oil, 2, 6174, 0.0014206392140142124, 2.037346851265835
Organic Baby Spinach, Small Hass Avocado, 2, 6709, 0.0015437428712052723, 2.22234274602365
Organic Baby Spinach, Organic Kiwi, 2, 8360, 0.0019236384562939448, 2.7747161704401146
Organic Baby Spinach, Unsweetened Almondmilk, 2, 7347, 0.0016905468586592839, 2.4518358306727337
Organic Baby Spinach, Organic D'Anjou Pears, 2, 8377, 0.001927550161288801, 2.8467373522652664
Organic Baby Spinach, Bunched Cilantro, 2, 5796, 0.0013336613029521177, 2.109031877914017
Organic Baby Spinach, Grated Parmesan, 2, 8060, 0.0018546083681494252, 2.965220294836297
Organic Baby Spinach, Broccoli Crown, 2, 7767, 0.0017871889820616112, 2.9816966747295717
Organic Baby Spinach, Organic Lacinato (Dinosaur) Kale, 2, 9087, 0.002090921369897497, 3.4999524884793605
Organic Baby Spinach, Organic Navel Orange, 2, 6268, 0.0014422686416328285, 2.4210442828276957
Organic Baby Spinach, Jalapeno Peppers, 2, 6142, 0.0014132760046121303, 2.385235903195984
Organic Baby Spinach, Uncured Genoa Salami, 2, 5055, 0.0011631569852351544, 2.017509506824996
Organic Baby Spinach, Large Alfresco Eggs, 2, 6457, 0.0014857575971638757, 2.637232550327907
Organic Baby Spinach, Organic Grade A Free Range Large Brown Eggs, 2, 6474, 0.001489669302158732, 2.6733925744759968
Organic Baby Spinach, Orange Bell Pepper, 2, 5658, 0.0013019074624056387, 2.3796857335921366
Organic Baby Spinach, Grape White/Green Seedless, 2, 5733, 0.0013191649844417686, 2.444214689410006
Organic Baby Spinach, Organic Broccoli, 2, 7894, 0.0018164117193761244, 3.3759583841505125
Organic Baby Spinach, Organic Black Beans, 2, 7307, 0.0016813428469066812, 3.1877717715841225
Organic Baby Spinach, Organic Bartlett Pear, 2, 6297, 0.0014489415501534653, 2.810417557233046
Organic Baby Spinach, Shredded Parmesan, 2, 6748, 0.0015527167826640599, 3.0913732422461133
Organic Baby Spinach, Organic Carrot Bunch, 2, 5254, 0.0012089469437043523, 2.415084575408059
Organic Baby Spinach, Organic Romaine Lettuce, 2, 5470, 0.0012586486071684065, 2.6214293427230864
Organic Baby Spinach, Organic Broccoli Florets, 2, 5593, 0.0012869509433076594, 2.819684964960367
Organic Baby Spinach, Feta Cheese Crumbles, 2, 7638, 0.0017575060441594678, 3.9017005769762645
Organic Baby Spinach, Organic Russet Potato, 2, 5173, 0.0011903088199053322, 2.6497230106998737
Organic Baby Spinach, Organic Baby Broccoli, 2, 5771, 0.0013279087956067411, 3.0064240821566983
Organic Baby Spinach, Organic Whole Strawberries, 2, 7336, 0.001688015755427318, 3.8784725499547306
Organic Baby Spinach, Organic Garbanzo Beans, 2, 6209, 0.0014286927242977397, 3.436479300286038
Organic Baby Spinach, Frozen Organic Wild Blueberries, 2, 6985, 0.0016072505522982303, 3.8941814994164727
Organic Baby Spinach, Organic Roma Tomato, 2, 5646, 0.001299146258879858, 3.1944053181641734
Organic Baby Spinach, Organic Extra Firm Tofu, 2, 6091, 0.0014015408896275619, 3.4697137506370197
Organic Baby Spinach, No Salt Added Black Beans, 2, 6233, 0.0014342151313493012, 3.6888596535867513
Organic Baby Spinach, Organic Coconut Milk, 2, 5587, 0.001285570341544769, 3.408656355457897
Organic Baby Spinach, Ground Turkey Breast, 2, 5543, 0.0012754459286169063, 3.4576853273514687
Organic Baby Spinach, Pineapple Chunks, 2, 6486, 0.0014924305056845128, 4.302727243439456
Organic Hass Avocado, Large Lemon, 2, 15738, 0.0036213184240614957, 1.9258277289335055
Organic Hass Avocado, Strawberries, 2, 7862, 0.0018090485099740423, 1.0351039882015514
Organic Hass Avocado, Limes, 2, 20816, 0.004789767716054397, 2.7926591370211824
Organic Hass Avocado, Organic Whole Milk, 2, 15253, 0.003509719781561189, 2.1014538639784144
Organic Hass Avocado, Organic Raspberries, 2, 26812, 0.006169449077769527, 3.6994135289462315
Organic Hass Avocado, Organic Yellow Onion, 2, 20658, 0.004753411869631617, 3.452908806955036
Organic Hass Avocado, Organic Garlic, 2, 18354, 0.004223260792681706, 3.1695827216791157
Organic Hass Avocado, Carrots, 2, 9855, 0.0022676383955474674, 1.7406973276335282
Organic Hass Avocado, Organic Zucchini, 2, 17109, 0.0039367859268819505, 3.0767485265873
Organic Hass Avocado, Organic Blueberries, 2, 12756, 0.0029351593479049714, 2.3897365007261815
Organic Hass Avocado, Cucumber Kirby, 2, 9326, 0.0021459153401192977, 1.839969539469282
Organic Hass Avocado, Organic Fuji Apple, 2, 7484, 0.0017220705989119478, 1.5852648244107141
Organic Hass Avocado, Organic Lemon, 2, 22027, 0.0050684191718644404, 4.749523612080293
Organic Hass Avocado, Organic Grape Tomatoes, 2, 13844, 0.003185508467575762, 3.0926194145241626
Organic Hass Avocado, Apple Honeycrisp Organic, 2, 15920, 0.0036631966775358374, 3.5892232014067047
Organic Hass Avocado, Seedless Red Grapes, 2, 8308, 0.0019116732410155615, 1.8843837431476727
Organic Hass Avocado, Organic Cucumber, 2, 18287, 0.004207844072996097, 4.232825111257797
Organic Hass Avocado, Honeycrisp Apple, 2, 8469, 0.001948719388319787, 1.9999318801895358
Organic Hass Avocado, Organic Baby Carrots, 2, 10418, 0.002397184860965349, 2.5465873117802897
Organic Hass Avocado, Sparkling Water Grapefruit, 2, 7557, 0.0017388679203604474, 1.8763328594999058
Organic Hass Avocado, Organic Half & Half, 2, 7135, 0.00164176559637049, 1.7769132868865498
Organic Hass Avocado, Organic Large Extra Fancy Fuji Apple, 2, 13849, 0.0031866589690448376, 3.490956643655106
Organic Hass Avocado, Yellow Onions, 2, 6245, 0.001436976334875082, 1.5972565855535015
Organic Hass Avocado, Organic Baby Arugula, 2, 11304, 0.002601053721285497, 2.9360968498930355
Organic Hass Avocado, Organic Gala Apples, 2, 12146, 0.0027947981686777816, 3.15884250338836
Organic Hass Avocado, Fresh Cauliflower, 2, 11011, 0.0025336343351976824, 2.918437395711289
Organic Hass Avocado, Original Hummus, 2, 10653, 0.0024512584300118894, 2.8259486702161016
Organic Hass Avocado, Organic Cilantro, 2, 12497, 0.0028755633718068694, 3.3660292172299515
Organic Hass Avocado, Half & Half, 2, 6796, 0.0015637615967671829, 1.866483103002446
Organic Hass Avocado, Asparagus, 2, 8883, 0.002043980909959224, 2.4564672905399694
Organic Hass Avocado, Organic Red Onion, 2, 11593, 0.0026675527061980507, 3.221590784246934
Organic Hass Avocado, Organic Small Bunch Celery, 2, 12174, 0.002801240976904603, 3.3873511879977873
Organic Hass Avocado, Michigan Organic Kale, 2, 10700, 0.0024620731438211975, 3.004324265416066
Organic Hass Avocado, Organic Tomato Cluster, 2, 13552, 0.0031183191817817633, 3.990099811257818
Organic Hass Avocado, Organic Blackberries, 2, 6915, 0.0015911435317311757, 2.1065217888134558
Organic Hass Avocado, 100% Whole Wheat Bread, 2, 6213, 0.001429613125473, 1.9369034820811408
Organic Hass Avocado, Organic Italian Parsley Bunch, 2, 9253, 0.002129118018670798, 2.888880675581304
Organic Hass Avocado, Organic Whole String Cheese, 2, 10425, 0.0023987955630220543, 3.326147384677685
Organic Hass Avocado, Organic Granny Smith Apple, 2, 9583, 0.0022050511156297696, 3.08516856543195
Organic Hass Avocado, Organic Unsweetened Almond Milk, 2, 9320, 0.0021445347383564073, 3.0526947686999057
Organic Hass Avocado, Organic Red Bell Pepper, 2, 11641, 0.0026785975203011737, 3.825210463622436
Organic Hass Avocado, Spring Water, 2, 5472, 0.0012591088077560366, 1.8463774323969753
Organic Hass Avocado, Red Peppers, 2, 6637, 0.0015271756500505876, 2.2443630535233123
Organic Hass Avocado, Green Bell Pepper, 2, 8032, 0.0018481655599226034, 2.7245237651242045
Organic Hass Avocado, Organic Peeled Whole Baby Carrots, 2, 7111, 0.0016362431893189285, 2.4193700959221975
Organic Hass Avocado, Red Vine Tomato, 2, 5929, 0.0013642646420295214, 2.0595272149785537
Organic Hass Avocado, Organic Garnet Sweet Potato (Yam), 2, 10692, 0.002460232341470677, 3.8595707128956316
Organic Hass Avocado, Organic Ginger Root, 2, 8601, 0.0019790926271033757, 3.1284713545503013
Organic Hass Avocado, Extra Virgin Olive Oil, 2, 5266, 0.0012117081472301332, 1.9802524065699703
Organic Hass Avocado, Organic Kiwi, 2, 9804, 0.002255903280562899, 3.7081469631103263
Organic Hass Avocado, Unsweetened Almondmilk, 2, 7462, 0.0017170083924480163, 2.8377748800123346
Organic Hass Avocado, Organic D'Anjou Pears, 2, 9642, 0.002218627032964858, 3.7339402075304604
Organic Hass Avocado, Organic Reduced Fat 2% Milk, 2, 6652, 0.0015306271544578136, 2.6508567509884817
Organic Hass Avocado, Grated Parmesan, 2, 6194, 0.0014252412198905136, 2.5967758933408063
Organic Hass Avocado, Organic Lacinato (Dinosaur) Kale, 2, 7873, 0.0018115796132060081, 3.455598047717613
Organic Hass Avocado, Organic Navel Orange, 2, 8523, 0.0019611448041858006, 3.7515227241443587
Organic Hass Avocado, Jalapeno Peppers, 2, 5286, 0.0012163101531064346, 2.3393221459220808
Organic Hass Avocado, Uncured Genoa Salami, 2, 5740, 0.0013207756864984741, 2.610644100159109
Organic Hass Avocado, Large Alfresco Eggs, 2, 6319, 0.001454003756617397, 2.9410834281914497
Organic Hass Avocado, Organic Grade A Free Range Large Brown Eggs, 2, 7663, 0.0017632585515048444, 3.6060373081021297
Organic Hass Avocado, Organic Broccoli, 2, 7343, 0.0016896264574840236, 3.5786138485275836
Organic Hass Avocado, Organic Black Beans, 2, 6736, 0.001549955579138279, 3.348817954013514
Organic Hass Avocado, 100% Raw Coconut Water, 2, 6868, 0.0015803288179218676, 3.441047423331331
Organic Hass Avocado, Organic Bartlett Pear, 2, 7362, 0.0016939983630665097, 3.744331723321163
Organic Hass Avocado, Shredded Parmesan, 2, 5170, 0.001189618519023887, 2.699033409297989
Organic Hass Avocado, Organic Carrot Bunch, 2, 6459, 0.0014862177977515059, 3.383365433536852
Organic Hass Avocado, Organic Romaine Lettuce, 2, 6317, 0.0014535435560297668, 3.4498725782583497
Organic Hass Avocado, Organic Russet Potato, 2, 5483, 0.0012616399109880024, 3.2004982379327385
Organic Hass Avocado, Organic Large Brown Grade AA Cage Free Eggs, 2, 6013, 0.001383593066709987, 3.559068858092708
Organic Hass Avocado, Organic Baby Broccoli, 2, 6113, 0.0014066030960914935, 3.6290663691999354
Organic Hass Avocado, Organic Whole Strawberries, 2, 5057, 0.0011636171858227845, 3.046742149218519
Organic Hass Avocado, Frozen Organic Wild Blueberries, 2, 5672, 0.0013051288665190497, 3.60352341702563
Organic Hass Avocado, Organic Roasted Turkey Breast, 2, 5725, 0.001317324182091248, 3.8175327028478616
Organic Hass Avocado, Organic Red Radish, Bunch, 2, 5067, 0.0011659181887609352, 3.526984224662893
Organic Hass Avocado, Organic Hothouse Cucumbers, 2, 5000, 0.0011505014690753258, 3.9640174342728383
Organic Avocado, Large Lemon, 2, 25766, 0.005928764170438969, 3.7802383554264862
Organic Avocado, Strawberries, 2, 13321, 0.0030651660139104833, 2.1027713827058445
Organic Avocado, Limes, 2, 23047, 0.005303121471555807, 3.7071430107477887
Organic Avocado, Organic Whole Milk, 2, 13572, 0.0031229211876580647, 2.2418818847410513
Organic Avocado, Organic Raspberries, 2, 9689, 0.0022294417467741664, 1.6028279715478433
